,0,1,2,3
a3a,0.8679751892850297,0.8568370992151481,0.8502684493104536,0.8584866493481845
TCR81-14,0.7498515168128654,0.7723171653485242,0.8025625625625626,0.7906527070364082
18A2,0.826184684044795,0.8234067551515779,0.8229320987654322,0.8247863247863249
NYE-S1,0.6901288293095016,0.7058210289765624,0.7362271062271063,0.7777569996363826
TCR6,0.7455364178768434,0.7816474888539208,0.788942718723283,0.8018601098311243
TCR7,0.7323562548562549,0.7558328150912105,0.8299451842884046,0.8101800976800977
A6,0.7613552094920282,0.7726942628903414,0.785271893967546,0.7772052508894615
T1,0.8355218855218856,0.8272546419098145,0.8311616161616161,0.8123809523809524
FLT3DY,0.47353132865875586,0.718395061728395,0.7515483420088683,0.798611111111111
A23,0.8088979632990524,0.8129978839930295,0.8064620564620566,0.7890749601275916
TCR2-T,0.6763949406923263,0.6693497474747474,0.7130555555555556,0.7511466327596384
868Z11,0.7330555555555556,0.7493602693602694,0.7661782661782662,0.7260755048287972
