,0,1,2,3
a3a,0.8509052550824704,0.8793825483091787,0.8511154784001164,0.8641546730632551
TCR81-14,0.7286712503446374,0.6742252108409073,0.7074137952350926,0.7251806684733514
18A2,0.8193953252032521,0.8213228410596831,0.8307023265927377,0.8278632334159717
NYE-S1,0.6706997421283135,0.73511485583641,0.7198228128460687,0.757258064516129
TCR6,0.6998233679436687,0.735311628223447,0.7532160214513155,0.7663769211388259
TCR7,0.7999470537135321,0.7441551153672367,0.7578956797706797,0.7458565244279529
A6,0.771505376344086,0.7606368186874305,0.7523489128573875,0.7958725156729359
T1,0.8385664682539682,0.8335016835016834,0.8351400180668472,0.8414230019493179
FLT3DY,0.4667211328976035,0.4983765549230445,0.6070987654320987,0.7461083833424258
A23,0.7174461587913855,0.776506483600305,0.8502689270152506,0.8654261057173679
TCR2-T,0.6735321100917431,0.6557391502779852,0.7084910965323337,0.7314156053286487
868Z11,0.7363684225504427,0.7531552851025468,0.7880725623582766,0.792542270531401
