,0
0,0.5690411522633745
1,0.7026969836872885
2,0.7706107822458099
3,0.7936645246333827
4,0.7916523509575618
5,0.7970856801501962
6,0.8058904696835731
7,0.8165872049773449
8,0.8109434865900383
9,0.8117800074321813
10,0.8041628959276018
