,0
0,0.620590728027799
1,0.4728312537136066
2,0.5249235886371808
3,0.5834480617643883
4,0.7280997869233164
5,0.7561387631975869
6,0.7625694444444444
7,0.7667724542724542
8,0.7764180264180265
9,0.8257262007477711
10,0.8448232323232322
