,0
a3a,0.8318070818070818
TIL1383I,0.7828282828282829
TCR81-14,0.7996632996632996
18A2,0.8354385964912282
NYE-S1,0.8472222222222222
TCR6,0.8212250712250713
TCR7,0.7687074829931974
A6,0.7909982174688057
T1,0.9655172413793103
FLT3DY,0.8022727272727272
A23,0.8075396825396824
TCR2-T,0.7442028985507246
R24,0.8584362139917695
868Z11,0.7529761904761904
TCR-1E6,0.6995884773662552
APN-TCR,0.7517045454545456
EWW-TCR,0.6978835978835979
A11Va,0.8206018518518517
