"","tcr","AUC"
"1","a3a",0.808774250440917
"2","TIL1383I",0.689722222222222
"3","TCR81-14",0.72337962962963
"4","18A2",0.834107142857143
"5","NYE-S1",0.779697516025641
"6","TCR6",0.809088693957115
"7","TCR7",0.786501377410468
"8","A6",0.58911513323278
"9","T1",0.697132616487455
"10","FLT3DY",0.897376543209876
"11","A23",0.68448275862069
"12","TCR2-T",0.74332264957265
"13","R24",0.866792929292929
"14","868Z11",0.786139455782313
"15","TCR-1E6",0.72485632183908
"16","APN-TCR",0.771474358974359
"17","EWW-TCR",0.861226851851852
"18","A11Va",0.808846036118763
"19","TCR-F5",0.834858805165319
"20","TCR-3598-2",0.864075854700855
"21","MBP-TCR",0.848805147058823
"22","B3K508",0.748106060606061
