"","tcr","AUC"
"1","a3a",0.839438339438339
"2","TIL1383I",0.806349206349206
"3","TCR81-14",0.658150183150183
"4","18A2",0.735780423280423
"5","NYE-S1",0.768728956228956
"6","TCR6",0.68513431013431
"7","TCR7",0.676927437641723
"8","A6",0.75743006993007
"9","T1",0.88510101010101
"10","FLT3DY",0.818768115942029
"11","A23",0.794444444444444
"12","TCR2-T",0.732222222222222
"13","R24",0.87979797979798
"14","868Z11",0.668402777777778
"15","TCR-1E6",0.73652917131178
"16","APN-TCR",0.729106858054226
"17","EWW-TCR",0.782491582491582
"18","A11Va",0.780853761622992
"19","TCR-F5",0.874586653656421
"20","TCR-3598-2",0.875495223730518
"21","MBP-TCR",0.833874643874644
"22","B3K508",0.70679012345679
