"","tcr","AUC"
"1","a3a",0.988425925925926
"2","TIL1383I",0.764285714285714
"3","TCR81-14",0.812251984126984
"4","18A2",0.80787037037037
"5","NYE-S1",0.784188034188034
"6","TCR6",0.851851851851852
"7","TCR7",0.710497835497836
"8","A6",0.746005509641873
"9","T1",0.650793650793651
"10","FLT3DY",0.819444444444444
"11","A23",0.674603174603175
"12","TCR2-T",0.813425925925926
"13","R24",0.862599206349206
"14","868Z11",0.843358395989975
"15","TCR-1E6",0.753703703703704
"16","APN-TCR",0.797395833333333
"17","EWW-TCR",0.867592592592593
"18","A11Va",0.776851851851852
"19","TCR-F5",0.828086419753086
"20","TCR-3598-2",0.883415637860082
"21","MBP-TCR",0.905429292929293
"22","B3K508",0.75
