"","tcr","AUC"
"1","a3a",0.85978835978836
"2","TIL1383I",0.643472222222222
"3","TCR81-14",0.719749579124579
"4","18A2",0.800416666666667
"5","NYE-S1",0.773137019230769
"6","TCR6",0.793311403508772
"7","TCR7",0.666408402203857
"8","A6",0.643979386626445
"9","T1",0.978494623655914
"10","FLT3DY",0.761766975308642
"11","A23",0.664798850574713
"12","TCR2-T",0.766559829059829
"13","R24",0.869528619528619
"14","868Z11",0.667304421768708
"15","TCR-1E6",0.583333333333333
"16","APN-TCR",0.720064102564103
"17","EWW-TCR",0.834027777777778
"18","A11Va",0.772382920110193
"19","TCR-F5",0.8329253583085
"20","TCR-3598-2",0.82201745014245
"21","MBP-TCR",0.843137254901961
"22","B3K508",0.764520202020202
