"","tcr","AUC"
"1","a3a",0.886446886446886
"2","TIL1383I",0.833968253968254
"3","TCR81-14",0.721108058608059
"4","18A2",0.756503527336861
"5","NYE-S1",0.728798400673401
"6","TCR6",0.636141636141636
"7","TCR7",0.739172335600907
"8","A6",0.698523698523699
"9","T1",1
"10","FLT3DY",0.672246376811594
"11","A23",0.663675213675214
"12","TCR2-T",0.759523809523809
"13","R24",0.858585858585859
"14","868Z11",0.642361111111111
"15","TCR-1E6",0.738480118914902
"16","APN-TCR",0.723803827751196
"17","EWW-TCR",0.706439393939394
"18","A11Va",0.767399267399267
"19","TCR-F5",0.869369003089933
"20","TCR-3598-2",0.854570135746606
"21","MBP-TCR",0.893703703703704
"22","B3K508",0.744135802469136
