"","tcr","AUC"
"1","a3a",0.958867521367521
"2","TIL1383I",0.871212121212121
"3","TCR81-14",0.70864898989899
"4","18A2",0.792894736842105
"5","NYE-S1",0.748958333333333
"6","TCR6",0.71213200379867
"7","TCR7",0.68452380952381
"8","A6",0.615586007130125
"9","T1",0.956896551724138
"10","FLT3DY",0.749810606060606
"11","A23",0.649801587301587
"12","TCR2-T",0.732608695652174
"13","R24",0.8440329218107
"14","868Z11",0.623925264550265
"15","TCR-1E6",0.700617283950617
"16","APN-TCR",0.651420454545454
"17","EWW-TCR",0.723677248677249
"18","A11Va",0.812210648148148
"19","TCR-F5",0.809155630921619
"20","TCR-3598-2",0.789693497845672
"21","MBP-TCR",0.786984126984127
"22","B3K508",0.608906525573192
