"","tcr","AUC"
"1","a3a",0.898677248677249
"2","TIL1383I",0.764722222222222
"3","TCR81-14",0.795507154882155
"4","18A2",0.773690476190476
"5","NYE-S1",0.717898637820513
"6","TCR6",0.810367933723197
"7","TCR7",0.779183884297521
"8","A6",0.678544494720965
"9","T1",0.705197132616487
"10","FLT3DY",0.860146604938272
"11","A23",0.651436781609195
"12","TCR2-T",0.699786324786325
"13","R24",0.79503367003367
"14","868Z11",0.655612244897959
"15","TCR-1E6",0.675574712643678
"16","APN-TCR",0.6825
"17","EWW-TCR",0.868634259259259
"18","A11Va",0.741544230180594
"19","TCR-F5",0.816069781467291
"20","TCR-3598-2",0.840073005698006
"21","MBP-TCR",0.814772263071895
"22","B3K508",0.77114898989899
