"","tcr","AUC"
"1","a3a",0.821296296296296
"2","TIL1383I",0.695138888888889
"3","TCR81-14",0.765151515151515
"4","18A2",0.773095238095238
"5","NYE-S1",0.798427483974359
"6","TCR6",0.822063840155945
"7","TCR7",0.728650137741047
"8","A6",0.612053795877325
"9","T1",0.654121863799283
"10","FLT3DY",0.846450617283951
"11","A23",0.647988505747126
"12","TCR2-T",0.780181623931624
"13","R24",0.837752525252525
"14","868Z11",0.849914965986395
"15","TCR-1E6",0.704022988505747
"16","APN-TCR",0.745384615384615
"17","EWW-TCR",0.880902777777778
"18","A11Va",0.775788184879094
"19","TCR-F5",0.849607989215269
"20","TCR-3598-2",0.881294515669516
"21","MBP-TCR",0.861213235294118
"22","B3K508",0.732007575757576
