"","tcr","AUC"
"1","a3a",0.984953703703704
"2","TIL1383I",0.806084656084656
"3","TCR81-14",0.684151785714286
"4","18A2",0.903009259259259
"5","NYE-S1",0.80221688034188
"6","TCR6",0.801793981481482
"7","TCR7",0.745806277056277
"8","A6",0.789256198347107
"9","T1",0.672619047619048
"10","FLT3DY",0.872076023391813
"11","A23",0.709325396825397
"12","TCR2-T",0.90787037037037
"13","R24",0.902281746031746
"14","868Z11",0.832080200501253
"15","TCR-1E6",0.781481481481481
"16","APN-TCR",0.840755208333333
"17","EWW-TCR",0.794444444444444
"18","A11Va",0.805050505050505
"19","TCR-F5",0.862878787878788
"20","TCR-3598-2",0.894043209876543
"21","MBP-TCR",0.962247474747475
"22","B3K508",0.74537037037037
