"","tcr","AUC"
"1","a3a",0.809979423868313
"2","TIL1383I",0.588354700854701
"3","TCR81-14",0.663315850815851
"4","18A2",0.688483796296296
"5","NYE-S1",0.726041666666667
"6","TCR6",0.753240740740741
"7","TCR7",0.70687134502924
"8","A6",0.637400793650794
"9","T1",0.985294117647059
"10","FLT3DY",0.656539351851852
"11","A23",0.797067901234568
"12","TCR2-T",0.71741452991453
"13","R24",0.610175832398055
"14","868Z11",0.604166666666667
"15","TCR-1E6",0.929166666666667
"16","APN-TCR",0.595899470899471
"17","EWW-TCR",0.757870916961826
"18","A11Va",0.73150623885918
"19","TCR-F5",0.745647608392706
"20","TCR-3598-2",0.648033065025252
"21","MBP-TCR",0.780582264957265
"22","B3K508",0.474074074074074
