"","tcr","AUC"
"1","a3a",0.860905349794239
"2","TIL1383I",0.625106837606838
"3","TCR81-14",0.781031468531469
"4","18A2",0.844733796296296
"5","NYE-S1",0.762731481481482
"6","TCR6",0.800231481481481
"7","TCR7",0.704556530214425
"8","A6",0.724578373015873
"9","T1",0.985294117647059
"10","FLT3DY",0.67650462962963
"11","A23",0.704938271604938
"12","TCR2-T",0.810096153846154
"13","R24",0.820426487093154
"14","868Z11",0.662326388888889
"15","TCR-1E6",0.832777777777778
"16","APN-TCR",0.695160934744268
"17","EWW-TCR",0.837711530893349
"18","A11Va",0.785762032085562
"19","TCR-F5",0.858868672594163
"20","TCR-3598-2",0.804845328282828
"21","MBP-TCR",0.866639957264957
"22","B3K508",0.587962962962963
