"","tcr","AUC"
"1","a3a",0.918956043956044
"2","TIL1383I",0.884343434343434
"3","TCR81-14",0.746475168350168
"4","18A2",0.829385964912281
"5","NYE-S1",0.739814814814815
"6","TCR6",0.786502849002849
"7","TCR7",0.723639455782313
"8","A6",0.594139928698752
"9","T1",0.982758620689655
"10","FLT3DY",0.854166666666667
"11","A23",0.636078042328042
"12","TCR2-T",0.721376811594203
"13","R24",0.875720164609054
"14","868Z11",0.678158068783069
"15","TCR-1E6",0.675925925925926
"16","APN-TCR",0.684659090909091
"17","EWW-TCR",0.827689594356261
"18","A11Va",0.842013888888889
"19","TCR-F5",0.870094476744186
"20","TCR-3598-2",0.842141598119859
"21","MBP-TCR",0.858994708994709
"22","B3K508",0.658730158730159
