"","tcr","AUC"
"1","a3a",0.829056437389771
"2","TIL1383I",0.625277777777778
"3","TCR81-14",0.728798400673401
"4","18A2",0.768333333333333
"5","NYE-S1",0.622395833333333
"6","TCR6",0.693043372319688
"7","TCR7",0.585657713498623
"8","A6",0.644356460532931
"9","T1",0.775985663082437
"10","FLT3DY",0.685185185185185
"11","A23",0.677011494252874
"12","TCR2-T",0.623397435897436
"13","R24",0.729377104377104
"14","868Z11",0.910714285714286
"15","TCR-1E6",0.755172413793104
"16","APN-TCR",0.692371794871795
"17","EWW-TCR",0.746296296296296
"18","A11Va",0.71610039791858
"19","TCR-F5",0.816131864623244
"20","TCR-3598-2",0.761440527065527
"21","MBP-TCR",0.771752450980392
"22","B3K508",0.626893939393939
