"","tcr","AUC"
"1","a3a",0.852674897119342
"2","TIL1383I",0.62275641025641
"3","TCR81-14",0.779234654234654
"4","18A2",0.829513888888889
"5","NYE-S1",0.814351851851852
"6","TCR6",0.832523148148148
"7","TCR7",0.78630604288499
"8","A6",0.67547123015873
"9","T1",0.985294117647059
"10","FLT3DY",0.669849537037037
"11","A23",0.686728395061728
"12","TCR2-T",0.872596153846154
"13","R24",0.816124205013094
"14","868Z11",0.65234375
"15","TCR-1E6",0.909444444444444
"16","APN-TCR",0.724812610229277
"17","EWW-TCR",0.822117276662731
"18","A11Va",0.810568924539513
"19","TCR-F5",0.874609904021669
"20","TCR-3598-2",0.82067747790404
"21","MBP-TCR",0.868135683760684
"22","B3K508",0.618518518518518
