"","tcr","AUC"
"1","a3a",0.918650793650794
"2","TIL1383I",0.809343434343434
"3","TCR81-14",0.797927188552188
"4","18A2",0.793070175438596
"5","NYE-S1",0.751041666666667
"6","TCR6",0.797720797720798
"7","TCR7",0.69047619047619
"8","A6",0.602718360071301
"9","T1",0.982758620689655
"10","FLT3DY",0.913920454545455
"11","A23",0.647486772486772
"12","TCR2-T",0.767663043478261
"13","R24",0.865534979423868
"14","868Z11",0.648892195767196
"15","TCR-1E6",0.751371742112483
"16","APN-TCR",0.676609848484849
"17","EWW-TCR",0.812477954144621
"18","A11Va",0.857204861111111
"19","TCR-F5",0.870599160206718
"20","TCR-3598-2",0.835943008225617
"21","MBP-TCR",0.881005291005291
"22","B3K508",0.653439153439153
