"","tcr","AUC"
"1","a3a",0.839209401709402
"2","TIL1383I",0.697222222222222
"3","TCR81-14",0.767676767676768
"4","18A2",0.813508771929825
"5","NYE-S1",0.745601851851852
"6","TCR6",0.782288698955366
"7","TCR7",0.690051020408163
"8","A6",0.652462121212121
"9","T1",0.974137931034483
"10","FLT3DY",0.823390151515151
"11","A23",0.654431216931217
"12","TCR2-T",0.695652173913043
"13","R24",0.843827160493827
"14","868Z11",0.691881613756614
"15","TCR-1E6",0.632373113854595
"16","APN-TCR",0.722727272727273
"17","EWW-TCR",0.79347442680776
"18","A11Va",0.81958912037037
"19","TCR-F5",0.863775839793282
"20","TCR-3598-2",0.771557971014493
"21","MBP-TCR",0.837328042328042
"22","B3K508",0.801587301587302
