"","tcr","AUC"
"1","a3a",0.802006172839506
"2","TIL1383I",0.690598290598291
"3","TCR81-14",0.562014374514375
"4","18A2",0.633101851851852
"5","NYE-S1",0.731770833333333
"6","TCR6",0.766782407407407
"7","TCR7",0.641203703703704
"8","A6",0.761284722222222
"9","T1",0.990196078431373
"10","FLT3DY",0.677951388888889
"11","A23",0.709567901234568
"12","TCR2-T",0.645833333333333
"13","R24",0.705948372615039
"14","868Z11",0.553385416666667
"15","TCR-1E6",0.791111111111111
"16","APN-TCR",0.760471781305115
"17","EWW-TCR",0.750541125541126
"18","A11Va",0.636252228163993
"19","TCR-F5",0.792130365659777
"20","TCR-3598-2",0.661714804292929
"21","MBP-TCR",0.825213675213675
"22","B3K508",0.701851851851852
