"","tcr","AUC"
"1","a3a",0.990740740740741
"2","TIL1383I",0.837830687830688
"3","TCR81-14",0.768477182539683
"4","18A2",0.849074074074074
"5","NYE-S1",0.763087606837607
"6","TCR6",0.78125
"7","TCR7",0.71387987012987
"8","A6",0.821074380165289
"9","T1",0.659391534391534
"10","FLT3DY",0.91374269005848
"11","A23",0.777777777777778
"12","TCR2-T",0.825462962962963
"13","R24",0.927827380952381
"14","868Z11",0.81077694235589
"15","TCR-1E6",0.75462962962963
"16","APN-TCR",0.7890625
"17","EWW-TCR",0.885416666666667
"18","A11Va",0.770117845117845
"19","TCR-F5",0.861644219977553
"20","TCR-3598-2",0.879269547325103
"21","MBP-TCR",0.926136363636364
"22","B3K508",0.819444444444444
