"","tcr","AUC"
"1","a3a",0.839153439153439
"2","TIL1383I",0.729166666666667
"3","TCR81-14",0.761521464646465
"4","18A2",0.80827380952381
"5","NYE-S1",0.772836538461538
"6","TCR6",0.843932748538012
"7","TCR7",0.774793388429752
"8","A6",0.591251885369532
"9","T1",0.649641577060932
"10","FLT3DY",0.888503086419753
"11","A23",0.680890804597701
"12","TCR2-T",0.761752136752137
"13","R24",0.863531144781145
"14","868Z11",0.811649659863946
"15","TCR-1E6",0.732614942528736
"16","APN-TCR",0.769935897435898
"17","EWW-TCR",0.884953703703704
"18","A11Va",0.772076828895011
"19","TCR-F5",0.874019973038172
"20","TCR-3598-2",0.880813746438746
"21","MBP-TCR",0.856158088235294
"22","B3K508",0.774621212121212
