"","tcr","AUC"
"1","a3a",0.8998778998779
"2","TIL1383I",0.844444444444444
"3","TCR81-14",0.723763736263736
"4","18A2",0.676146384479718
"5","NYE-S1",0.686658249158249
"6","TCR6",0.675671550671551
"7","TCR7",0.630839002267574
"8","A6",0.64024864024864
"9","T1",0.795454545454545
"10","FLT3DY",0.738550724637681
"11","A23",0.578418803418803
"12","TCR2-T",0.757539682539683
"13","R24",0.84040404040404
"14","868Z11",0.638888888888889
"15","TCR-1E6",0.67948717948718
"16","APN-TCR",0.681539074960128
"17","EWW-TCR",0.745959595959596
"18","A11Va",0.809101155255001
"19","TCR-F5",0.842440505231203
"20","TCR-3598-2",0.866163901458019
"21","MBP-TCR",0.828717948717949
"22","B3K508",0.752469135802469
