"","tcr","AUC"
"1","a3a",0.93452380952381
"2","TIL1383I",0.797222222222222
"3","TCR81-14",0.70128367003367
"4","18A2",0.749342105263158
"5","NYE-S1",0.700462962962963
"6","TCR6",0.733499525166192
"7","TCR7",0.708333333333333
"8","A6",0.642825311942959
"9","T1",0.823275862068966
"10","FLT3DY",0.835890151515152
"11","A23",0.660548941798942
"12","TCR2-T",0.699365942028985
"13","R24",0.869238683127572
"14","868Z11",0.660631613756614
"15","TCR-1E6",0.737311385459534
"16","APN-TCR",0.642140151515152
"17","EWW-TCR",0.763977072310406
"18","A11Va",0.849103009259259
"19","TCR-F5",0.830318690783807
"20","TCR-3598-2",0.823472385428907
"21","MBP-TCR",0.842751322751323
"22","B3K508",0.70679012345679
