"","tcr","AUC"
"1","a3a",0.850915750915751
"2","TIL1383I",0.70984126984127
"3","TCR81-14",0.682600732600733
"4","18A2",0.721891534391534
"5","NYE-S1",0.727167508417508
"6","TCR6",0.71021571021571
"7","TCR7",0.655839002267574
"8","A6",0.699009324009324
"9","T1",0.643939393939394
"10","FLT3DY",0.792898550724638
"11","A23",0.675
"12","TCR2-T",0.703174603174603
"13","R24",0.85530303030303
"14","868Z11",0.907986111111111
"15","TCR-1E6",0.696209587513935
"16","APN-TCR",0.75
"17","EWW-TCR",0.776136363636364
"18","A11Va",0.771273598196675
"19","TCR-F5",0.857944381200195
"20","TCR-3598-2",0.890995475113122
"21","MBP-TCR",0.846581196581197
"22","B3K508",0.787037037037037
