"","tcr","AUC"
"1","a3a",0.88831569664903
"2","TIL1383I",0.737083333333333
"3","TCR81-14",0.757470538720539
"4","18A2",0.844464285714286
"5","NYE-S1",0.756610576923077
"6","TCR6",0.84661306042885
"7","TCR7",0.769369834710744
"8","A6",0.577300150829563
"9","T1",0.668458781362007
"10","FLT3DY",0.857445987654321
"11","A23",0.672270114942529
"12","TCR2-T",0.809027777777778
"13","R24",0.863215488215488
"14","868Z11",0.776147959183674
"15","TCR-1E6",0.680603448275862
"16","APN-TCR",0.782371794871795
"17","EWW-TCR",0.859953703703704
"18","A11Va",0.764921946740129
"19","TCR-F5",0.866822761458777
"20","TCR-3598-2",0.869595797720798
"21","MBP-TCR",0.858455882352941
"22","B3K508",0.746527777777778
