"","tcr","AUC"
"1","a3a",0.834479717813051
"2","TIL1383I",0.650138888888889
"3","TCR81-14",0.653198653198653
"4","18A2",0.711547619047619
"5","NYE-S1",0.589342948717949
"6","TCR6",0.786854288499025
"7","TCR7",0.752324380165289
"8","A6",0.613373554550025
"9","T1",0.724910394265233
"10","FLT3DY",0.565393518518518
"11","A23",0.793103448275862
"12","TCR2-T",0.664529914529915
"13","R24",0.76746632996633
"14","868Z11",0.668792517006803
"15","TCR-1E6",0.696408045977011
"16","APN-TCR",0.710384615384615
"17","EWW-TCR",0.820833333333333
"18","A11Va",0.751760024487297
"19","TCR-F5",0.735516886618419
"20","TCR-3598-2",0.772516025641026
"21","MBP-TCR",0.846915849673203
"22","B3K508",0.650568181818182
