"","tcr","AUC"
"1","a3a",0.842490842490842
"2","TIL1383I",0.852063492063492
"3","TCR81-14",0.694139194139194
"4","18A2",0.749834656084656
"5","NYE-S1",0.773148148148148
"6","TCR6",0.685795685795686
"7","TCR7",0.687301587301587
"8","A6",0.718240093240093
"9","T1",0.805555555555556
"10","FLT3DY",0.80804347826087
"11","A23",0.765598290598291
"12","TCR2-T",0.752698412698413
"13","R24",0.881565656565657
"14","868Z11",0.748263888888889
"15","TCR-1E6",0.73494983277592
"16","APN-TCR",0.721850079744817
"17","EWW-TCR",0.805260942760943
"18","A11Va",0.796562411947027
"19","TCR-F5",0.872255651325419
"20","TCR-3598-2",0.894424333836099
"21","MBP-TCR",0.871367521367521
"22","B3K508",0.691358024691358
