"","tcr","AUC"
"1","a3a",0.800485008818342
"2","TIL1383I",0.605416666666667
"3","TCR81-14",0.663194444444444
"4","18A2",0.710892857142857
"5","NYE-S1",0.575771233974359
"6","TCR6",0.73525828460039
"7","TCR7",0.699294077134986
"8","A6",0.613813474107592
"9","T1",1
"10","FLT3DY",0.720293209876543
"11","A23",0.627586206896552
"12","TCR2-T",0.596153846153846
"13","R24",0.705387205387205
"14","868Z11",0.657950680272109
"15","TCR-1E6",0.657327586206897
"16","APN-TCR",0.60448717948718
"17","EWW-TCR",0.858912037037037
"18","A11Va",0.753902662993572
"19","TCR-F5",0.786385163899532
"20","TCR-3598-2",0.731686253561254
"21","MBP-TCR",0.799428104575163
"22","B3K508",0.594065656565657
