"","tcr","AUC"
"1","a3a",0.985532407407407
"2","TIL1383I",0.828042328042328
"3","TCR81-14",0.77405753968254
"4","18A2",0.850462962962963
"5","NYE-S1",0.841613247863248
"6","TCR6",0.794270833333333
"7","TCR7",0.819669913419913
"8","A6",0.732231404958678
"9","T1",0.631613756613757
"10","FLT3DY",0.85453216374269
"11","A23",0.702380952380952
"12","TCR2-T",0.798148148148148
"13","R24",0.86359126984127
"14","868Z11",0.636591478696742
"15","TCR-1E6",0.746759259259259
"16","APN-TCR",0.86640625
"17","EWW-TCR",0.896527777777778
"18","A11Va",0.793855218855219
"19","TCR-F5",0.885213243546577
"20","TCR-3598-2",0.880925925925926
"21","MBP-TCR",0.902525252525253
"22","B3K508",0.74537037037037
