"","tcr","AUC"
"1","a3a",0.850176366843034
"2","TIL1383I",0.583333333333333
"3","TCR81-14",0.684080387205387
"4","18A2",0.660714285714286
"5","NYE-S1",0.74619391025641
"6","TCR6",0.666057504873294
"7","TCR7",0.615874655647383
"8","A6",0.583270487682252
"9","T1",1
"10","FLT3DY",0.864969135802469
"11","A23",0.703879310344828
"12","TCR2-T",0.691239316239316
"13","R24",0.784406565656566
"14","868Z11",0.454506802721088
"15","TCR-1E6",0.575862068965517
"16","APN-TCR",0.696794871794872
"17","EWW-TCR",0.844907407407407
"18","A11Va",0.742653810835629
"19","TCR-F5",0.774873172981411
"20","TCR-3598-2",0.686707621082621
"21","MBP-TCR",0.786458333333333
"22","B3K508",0.593118686868687
