"","tcr","AUC"
"1","a3a",0.915216727716728
"2","TIL1383I",0.855050505050505
"3","TCR81-14",0.786247895622896
"4","18A2",0.817236842105263
"5","NYE-S1",0.731828703703704
"6","TCR6",0.810838081671415
"7","TCR7",0.692176870748299
"8","A6",0.614527629233512
"9","T1",0.806034482758621
"10","FLT3DY",0.856534090909091
"11","A23",0.624503968253968
"12","TCR2-T",0.671829710144928
"13","R24",0.874897119341564
"14","868Z11",0.634507275132275
"15","TCR-1E6",0.769547325102881
"16","APN-TCR",0.718560606060606
"17","EWW-TCR",0.769929453262787
"18","A11Va",0.758969907407407
"19","TCR-F5",0.788248277347115
"20","TCR-3598-2",0.821724441833137
"21","MBP-TCR",0.90468253968254
"22","B3K508",0.638447971781305
