"","tcr","AUC"
"1","a3a",0.887667887667888
"2","TIL1383I",0.666414141414141
"3","TCR81-14",0.717066498316498
"4","18A2",0.76780701754386
"5","NYE-S1",0.752314814814815
"6","TCR6",0.725249287749288
"7","TCR7",0.664965986394558
"8","A6",0.590407754010695
"9","T1",0.838362068965517
"10","FLT3DY",0.763257575757576
"11","A23",0.64401455026455
"12","TCR2-T",0.678532608695652
"13","R24",0.87582304526749
"14","868Z11",0.740575396825397
"15","TCR-1E6",0.676611796982167
"16","APN-TCR",0.688636363636364
"17","EWW-TCR",0.812213403880071
"18","A11Va",0.76880787037037
"19","TCR-F5",0.758337370801034
"20","TCR-3598-2",0.829480023501763
"21","MBP-TCR",0.807195767195767
"22","B3K508",0.569223985890652
