"","tcr","AUC"
"1","a3a",0.984953703703704
"2","TIL1383I",0.727777777777778
"3","TCR81-14",0.627356150793651
"4","18A2",0.864814814814815
"5","NYE-S1",0.784989316239316
"6","TCR6",0.717013888888889
"7","TCR7",0.722402597402597
"8","A6",0.552341597796143
"9","T1",0.920634920634921
"10","FLT3DY",0.776315789473684
"11","A23",0.796626984126984
"12","TCR2-T",0.642592592592593
"13","R24",0.854166666666667
"14","868Z11",0.777568922305764
"15","TCR-1E6",0.548148148148148
"16","APN-TCR",0.76953125
"17","EWW-TCR",0.773148148148148
"18","A11Va",0.799494949494949
"19","TCR-F5",0.817157687991021
"20","TCR-3598-2",0.767181069958848
"21","MBP-TCR",0.792171717171717
"22","B3K508",0.75462962962963
