"","tcr","AUC"
"1","a3a",0.852645502645503
"2","TIL1383I",0.741527777777778
"3","TCR81-14",0.69849537037037
"4","18A2",0.840357142857143
"5","NYE-S1",0.786157852564103
"6","TCR6",0.858735380116959
"7","TCR7",0.805182506887052
"8","A6",0.63097033685269
"9","T1",0.686379928315412
"10","FLT3DY",0.820987654320988
"11","A23",0.641666666666667
"12","TCR2-T",0.825854700854701
"13","R24",0.831649831649832
"14","868Z11",0.779974489795918
"15","TCR-1E6",0.677155172413793
"16","APN-TCR",0.791474358974359
"17","EWW-TCR",0.900694444444444
"18","A11Va",0.777089072543618
"19","TCR-F5",0.837093798779623
"20","TCR-3598-2",0.844275284900285
"21","MBP-TCR",0.832516339869281
"22","B3K508",0.702651515151515
