"","tcr","AUC"
"1","a3a",0.79993894993895
"2","TIL1383I",0.713015873015873
"3","TCR81-14",0.654945054945055
"4","18A2",0.694720017636684
"5","NYE-S1",0.660932239057239
"6","TCR6",0.61965811965812
"7","TCR7",0.720578231292517
"8","A6",0.599213286713287
"9","T1",0.889520202020202
"10","FLT3DY",0.631231884057971
"11","A23",0.587606837606838
"12","TCR2-T",0.584603174603175
"13","R24",0.81540404040404
"14","868Z11",0.694444444444444
"15","TCR-1E6",0.780936454849498
"16","APN-TCR",0.744856459330144
"17","EWW-TCR",0.751262626262626
"18","A11Va",0.746196111580727
"19","TCR-F5",0.77385889304494
"20","TCR-3598-2",0.827269984917044
"21","MBP-TCR",0.792735042735043
"22","B3K508",0.759259259259259
