"","tcr","AUC"
"1","a3a",0.788477366255144
"2","TIL1383I",0.488034188034188
"3","TCR81-14",0.564102564102564
"4","18A2",0.605555555555556
"5","NYE-S1",0.773958333333333
"6","TCR6",0.823032407407407
"7","TCR7",0.69432261208577
"8","A6",0.713789682539682
"9","T1",0.970588235294118
"10","FLT3DY",0.753472222222222
"11","A23",0.659259259259259
"12","TCR2-T",0.68215811965812
"13","R24",0.689768050879162
"14","868Z11",0.622395833333333
"15","TCR-1E6",0.589444444444444
"16","APN-TCR",0.66330467372134
"17","EWW-TCR",0.764708776072412
"18","A11Va",0.574197860962567
"19","TCR-F5",0.793303107028597
"20","TCR-3598-2",0.726996527777778
"21","MBP-TCR",0.799198717948718
"22","B3K508",0.597222222222222
