"","tcr","AUC"
"1","a3a",0.87880658436214
"2","TIL1383I",0.606303418803419
"3","TCR81-14",0.701777389277389
"4","18A2",0.59375
"5","NYE-S1",0.768055555555556
"6","TCR6",0.583680555555556
"7","TCR7",0.778508771929824
"8","A6",0.708581349206349
"9","T1",0.985294117647059
"10","FLT3DY",0.58275462962963
"11","A23",0.797222222222222
"12","TCR2-T",0.577724358974359
"13","R24",0.757201646090535
"14","868Z11",0.604166666666667
"15","TCR-1E6",0.709722222222222
"16","APN-TCR",0.673831569664903
"17","EWW-TCR",0.752115308933491
"18","A11Va",0.720476827094474
"19","TCR-F5",0.833936878054525
"20","TCR-3598-2",0.761728614267677
"21","MBP-TCR",0.835844017094017
"22","B3K508",0.626851851851852
