"","tcr","AUC"
"1","a3a",0.869238683127572
"2","TIL1383I",0.66292735042735
"3","TCR81-14",0.729020979020979
"4","18A2",0.805555555555556
"5","NYE-S1",0.81712962962963
"6","TCR6",0.816550925925926
"7","TCR7",0.690423976608187
"8","A6",0.700024801587302
"9","T1",0.975490196078431
"10","FLT3DY",0.69212962962963
"11","A23",0.708024691358025
"12","TCR2-T",0.851495726495726
"13","R24",0.841937897493453
"14","868Z11",0.646267361111111
"15","TCR-1E6",0.759166666666667
"16","APN-TCR",0.682980599647266
"17","EWW-TCR",0.792994883903975
"18","A11Va",0.798685383244207
"19","TCR-F5",0.824550040236315
"20","TCR-3598-2",0.754350142045455
"21","MBP-TCR",0.859642094017094
"22","B3K508",0.565740740740741
