"","tcr","AUC"
"1","a3a",0.858230452674897
"2","TIL1383I",0.578846153846154
"3","TCR81-14",0.743346930846931
"4","18A2",0.774652777777778
"5","NYE-S1",0.769444444444444
"6","TCR6",0.802777777777778
"7","TCR7",0.801656920077973
"8","A6",0.697420634920635
"9","T1",0.980392156862745
"10","FLT3DY",0.702835648148148
"11","A23",0.743672839506173
"12","TCR2-T",0.788995726495726
"13","R24",0.815001870557426
"14","868Z11",0.638454861111111
"15","TCR-1E6",0.766111111111111
"16","APN-TCR",0.722883597883598
"17","EWW-TCR",0.809966548602912
"18","A11Va",0.787247474747475
"19","TCR-F5",0.860227874933757
"20","TCR-3598-2",0.794507575757576
"21","MBP-TCR",0.852617521367521
"22","B3K508",0.657407407407407
