"","tcr","AUC"
"1","a3a",0.921169108669109
"2","TIL1383I",0.719949494949495
"3","TCR81-14",0.703598484848485
"4","18A2",0.761666666666667
"5","NYE-S1",0.663425925925926
"6","TCR6",0.717117758784425
"7","TCR7",0.652636054421769
"8","A6",0.565006684491979
"9","T1",0.887931034482759
"10","FLT3DY",0.82282196969697
"11","A23",0.607804232804233
"12","TCR2-T",0.606340579710145
"13","R24",0.762551440329218
"14","868Z11",0.761904761904762
"15","TCR-1E6",0.749657064471879
"16","APN-TCR",0.680018939393939
"17","EWW-TCR",0.7086860670194
"18","A11Va",0.744502314814815
"19","TCR-F5",0.756581072351421
"20","TCR-3598-2",0.678123775949863
"21","MBP-TCR",0.820132275132275
"22","B3K508",0.613756613756614
