"","tcr","AUC"
"1","a3a",0.989583333333333
"2","TIL1383I",0.824074074074074
"3","TCR81-14",0.75843253968254
"4","18A2",0.817824074074074
"5","NYE-S1",0.742521367521368
"6","TCR6",0.803819444444444
"7","TCR7",0.730384199134199
"8","A6",0.844077134986226
"9","T1",0.65542328042328
"10","FLT3DY",0.828947368421053
"11","A23",0.775793650793651
"12","TCR2-T",0.834722222222222
"13","R24",0.898809523809524
"14","868Z11",0.829573934837093
"15","TCR-1E6",0.774074074074074
"16","APN-TCR",0.82890625
"17","EWW-TCR",0.807986111111111
"18","A11Va",0.810774410774411
"19","TCR-F5",0.85679012345679
"20","TCR-3598-2",0.871872427983539
"21","MBP-TCR",0.906313131313131
"22","B3K508",0.75462962962963
