"","tcr","AUC"
"1","a3a",0.989583333333333
"2","TIL1383I",0.772751322751323
"3","TCR81-14",0.699652777777778
"4","18A2",0.893055555555555
"5","NYE-S1",0.748263888888889
"6","TCR6",0.774305555555556
"7","TCR7",0.740530303030303
"8","A6",0.778099173553719
"9","T1",0.509259259259259
"10","FLT3DY",0.814327485380117
"11","A23",0.780753968253968
"12","TCR2-T",0.811111111111111
"13","R24",0.946180555555556
"14","868Z11",0.803258145363408
"15","TCR-1E6",0.775925925925926
"16","APN-TCR",0.748307291666667
"17","EWW-TCR",0.844444444444444
"18","A11Va",0.754377104377104
"19","TCR-F5",0.876234567901235
"20","TCR-3598-2",0.847201646090535
"21","MBP-TCR",0.934217171717172
"22","B3K508",0.75
