"","tcr","AUC"
"1","a3a",0.854805996472663
"2","TIL1383I",0.704722222222222
"3","TCR81-14",0.727798821548821
"4","18A2",0.730119047619048
"5","NYE-S1",0.765324519230769
"6","TCR6",0.759320175438596
"7","TCR7",0.802341597796143
"8","A6",0.541101055806938
"9","T1",0.736559139784946
"10","FLT3DY",0.833333333333333
"11","A23",0.686781609195402
"12","TCR2-T",0.759081196581197
"13","R24",0.803451178451178
"14","868Z11",0.895833333333333
"15","TCR-1E6",0.584051724137931
"16","APN-TCR",0.625192307692308
"17","EWW-TCR",0.799305555555556
"18","A11Va",0.796678910315274
"19","TCR-F5",0.776660280970626
"20","TCR-3598-2",0.833306623931624
"21","MBP-TCR",0.821384803921569
"22","B3K508",0.744949494949495
