"","tcr","AUC"
"1","a3a",0.988425925925926
"2","TIL1383I",0.817724867724868
"3","TCR81-14",0.788938492063492
"4","18A2",0.875462962962963
"5","NYE-S1",0.853365384615385
"6","TCR6",0.831018518518519
"7","TCR7",0.719967532467533
"8","A6",0.727272727272727
"9","T1",0.666666666666667
"10","FLT3DY",0.869152046783626
"11","A23",0.680555555555556
"12","TCR2-T",0.8
"13","R24",0.89484126984127
"14","868Z11",0.857142857142857
"15","TCR-1E6",0.725925925925926
"16","APN-TCR",0.837760416666667
"17","EWW-TCR",0.856712962962963
"18","A11Va",0.816919191919192
"19","TCR-F5",0.868742985409652
"20","TCR-3598-2",0.877253086419753
"21","MBP-TCR",0.915151515151515
"22","B3K508",0.722222222222222
