,0
0,0.6260022289572008
1,0.6691416691416693
2,0.7360760390362611
3,0.7031158142269254
4,0.7383652930776554
5,0.7322770979020978
6,0.7507369120272346
7,0.7289871504157217
8,0.7195833333333334
9,0.7176148767721403
10,0.7025124716553289
