,0
0,0.6132213039485767
1,0.7309501654259719
2,0.6736878735773356
3,0.7223932657711316
4,0.7032243791825673
5,0.7266653099986433
6,0.7510409818102127
7,0.7384370015948963
8,0.740295566502463
9,0.7226812900641025
10,0.7190525949146639
